직원ID,이름,성별,직무,직급,입사연도,근속년수,학력,교육이수_건수,역량_사업관리,역량_고객관리,역량_품질생산관리,역량_AI/SW,역량_해외영업,역량_시험평가,역량_제어,역량_HR_AX,역량_열관리개발,역량_재무회계,역량_성능HW,역량평균,역량총점
E0164,황예린,남,부품가공라인품질관리,대리,2019,7,학사,3,0.0,0.0,6.9,0.1,0.3,0.0,0.0,0.0,0.4,0.1,0.7,0.77,8.5
E0165,서예준,남,부품가공라인품질관리,사원,2020,6,학사,4,0.7,0.0,7.6,0.0,0.3,0.0,0.0,0.0,0.5,0.0,0.5,0.87,9.6
E0166,임지호,여,부품가공라인품질관리,사원,2023,3,석사,3,0.0,0.2,6.7,0.3,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.71,7.8
E0167,안우진,여,부품가공라인품질관리,대리,2022,4,학사,4,0.0,0.3,7.3,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.74,8.1
E0168,권예준,남,부품가공라인품질관리,사원,2026,0,학사,1,0.0,0.4,5.8,0.3,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.66,7.3
E0169,임예린,여,개발단계선행품질,사원,2026,0,석사,1,0.0,0.0,5.5,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.4,0.57,6.3
E0170,최서윤,여,개발단계선행품질,대리,2019,7,학사,2,0.0,0.0,5.9,0.2,0.5,0.1,0.0,0.7,0.0,0.0,0.1,0.68,7.5
E0171,임하은,남,개발단계선행품질,대리,2017,9,학사,1,0.5,0.1,5.5,0.0,0.1,0.4,0.0,1.4,0.1,0.0,0.0,0.74,8.1
E0172,송유준,여,개발단계선행품질,사원,2021,5,학사,3,0.0,0.8,6.3,0.1,0.0,0.3,0.5,0.6,0.0,0.0,0.5,0.83,9.1
E0173,송하은,여,개발단계선행품질,대리,2020,6,학사,3,0.0,0.0,5.9,0.7,0.5,0.0,0.2,1.1,0.0,1.3,0.0,0.88,9.7
E0174,전민준,여,개발단계선행품질,사원,2023,3,학사,4,0.0,0.0,4.7,0.0,0.6,0.3,0.0,0.8,1.2,0.2,0.3,0.74,8.1
E0175,전도윤,남,개발단계선행품질,사원,2025,1,학사,3,0.0,0.8,4.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.1,0.67,7.4
E0176,류지훈,여,개발단계선행품질,사원,2026,0,석사,1,0.3,0.0,4.1,0.0,0.2,0.0,0.4,0.5,1.0,0.0,0.0,0.59,6.5
E0177,홍서연,여,열관리선행품질,부장,2004,22,학사,6,0.6,0.2,11.8,0.0,0.2,0.4,0.4,0.9,0.0,0.0,0.0,1.32,14.5
E0178,황수빈,남,열관리선행품질,대리,2017,9,학사,5,0.0,0.0,8.6,0.6,0.2,0.6,0.1,0.0,0.0,0.0,0.5,0.96,10.6
E0179,강서연,남,열관리선행품질,대리,2021,5,학사,4,0.0,1.2,6.7,0.0,1.1,0.8,0.0,0.0,0.2,0.0,0.0,0.91,10.0
E0180,신다은,여,열관리선행품질,대리,2024,2,학사,3,0.8,0.0,7.1,0.6,0.3,0.0,0.0,0.0,0.0,1.2,0.0,0.91,10.0
E0181,이윤서,남,열관리선행품질,사원,2022,4,학사,3,0.0,0.0,6.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.63,6.9
E0182,권서연,여,열관리선행품질,사원,2025,1,학사,4,0.5,0.0,6.3,0.0,0.4,0.0,0.0,0.8,0.3,0.0,0.0,0.75,8.3
E0183,서예준,여,열관리선행품질,사원,2026,0,석사,3,1.3,0.0,5.2,0.0,0.0,0.1,0.2,0.4,0.7,0.2,0.0,0.74,8.1
E0184,윤민재,남,열관리선행품질,대리,2024,2,학사,2,0.0,0.0,6.6,0.8,0.0,0.2,0.0,0.4,0.1,0.2,0.0,0.75,8.3
E0185,홍선우,남,열관리선행품질,사원,2022,4,학사,3,0.5,0.6,6.3,0.1,0.9,0.6,0.8,0.0,0.0,0.2,0.0,0.91,10.0
E0186,박서연,여,양산공정품질,과장,2013,13,석사,5,0.3,0.4,8.2,0.5,0.1,0.6,0.0,0.0,0.5,0.7,0.0,1.03,11.3
E0187,서도윤,남,양산공정품질,사원,2023,3,학사,3,0.0,0.1,6.4,0.4,0.6,0.8,0.0,1.0,0.0,0.7,0.3,0.94,10.3
E0188,김은서,남,양산공정품질,사원,2024,2,학사,2,0.0,0.0,5.4,0.6,0.0,0.0,0.0,0.4,0.3,0.2,1.0,0.72,7.9
E0189,윤도윤,남,양산공정품질,대리,2017,9,학사,5,0.4,0.0,7.0,0.4,0.0,0.9,0.0,1.1,0.0,0.0,0.0,0.89,9.8
E0190,홍준서,남,양산공정품질,차장,2003,23,학사,16,0.0,0.0,12.1,0.5,0.1,0.4,1.2,1.7,0.1,0.0,2.2,1.66,18.3
E0191,신윤서,여,양산공정품질,대리,2017,9,학사,1,0.3,0.6,7.1,0.4,0.0,0.0,0.2,0.2,0.1,0.0,0.0,0.81,8.9
E0192,오준서,남,양산공정품질,과장,2013,13,석사,6,0.0,0.0,8.2,0.0,0.0,0.5,0.1,0.2,0.0,0.6,0.2,0.89,9.8
E0193,임지훈,남,양산공정품질,과장,2015,11,학사,5,0.3,0.0,8.8,0.7,0.1,0.0,0.0,0.1,0.3,0.0,0.1,0.95,10.4
E0194,장채원,여,가공생산관리,과장,2018,8,학사,6,0.6,0.1,9.4,0.0,0.0,0.7,1.0,0.2,0.0,0.0,0.2,1.11,12.2
E0195,신준서,남,가공생산관리,사원,2026,0,석사,3,0.0,0.0,5.0,0.3,0.3,0.0,0.1,0.5,0.1,0.4,0.2,0.63,6.9
E0196,강수빈,여,가공생산관리,사원,2023,3,석사,6,0.3,0.4,5.9,0.5,0.0,0.2,2.0,0.6,0.3,0.0,0.0,0.93,10.2
E0197,신우진,여,가공생산관리,사원,2023,3,석사,3,0.3,0.7,6.3,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.3,0.75,8.3
E0198,윤수빈,남,가공생산관리,과장,2016,10,학사,10,0.9,0.3,11.3,0.0,0.0,0.0,0.0,0.6,0.6,0.8,0.0,1.32,14.5
E0199,신유준,여,가공생산관리,사원,2025,1,석사,2,0.1,0.0,5.9,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.9,0.74,8.1
E0200,권지훈,남,가공생산관리,대리,2020,6,학사,2,0.3,0.0,6.8,0.3,0.5,0.2,0.3,0.2,0.4,0.0,0.4,0.85,9.4
E0201,조은서,여,가공생산관리,사원,2024,2,학사,2,0.0,0.1,5.6,0.7,0.0,0.1,0.5,0.7,0.0,0.5,1.0,0.84,9.2
E0202,박지훈,남,가공생산관리,대리,2020,6,학사,5,0.0,0.5,7.9,0.2,0.9,0.6,0.0,0.2,0.0,0.0,0.3,0.96,10.6
E0203,오민재,남,가공생산관리,대리,2021,5,석사,1,0.4,0.3,6.5,0.1,0.0,0.2,0.1,0.0,0.0,0.1,0.0,0.7,7.7
E0204,황유준,남,가공생산관리,대리,2019,7,학사,5,1.0,0.0,7.3,0.0,0.0,0.2,0.6,0.3,0.4,0.6,0.2,0.96,10.6
E0205,서지아,남,가공생산관리,대리,2017,9,학사,10,0.1,1.0,9.9,0.5,0.0,1.0,0.3,0.0,0.5,0.5,0.5,1.3,14.3
E0206,류지아,여,전동화생산기술,사원,2024,2,석사,1,0.8,0.5,5.8,0.0,0.2,0.7,0.2,0.2,0.0,0.0,0.0,0.76,8.4
E0207,전우진,남,전동화생산기술,대리,2016,10,학사,4,0.0,0.0,7.1,0.5,0.4,0.3,0.1,0.2,0.0,0.9,0.0,0.86,9.5
E0208,김지우,남,전동화생산기술,대리,2023,3,석사,0,0.0,0.0,6.2,0.0,0.5,0.0,0.3,0.0,0.4,1.3,0.0,0.79,8.7
E0209,서재현,여,전동화생산기술,부장,2008,18,학사,9,0.0,0.0,12.8,0.3,0.0,0.2,0.6,0.0,0.8,0.0,0.2,1.35,14.9
E0210,서민재,남,전동화생산기술,과장,2016,10,학사,4,0.0,0.2,8.2,0.0,0.0,0.7,0.0,0.8,0.3,0.0,0.0,0.93,10.2
E0211,최지아,남,전동화생산기술,과장,2012,14,학사,12,0.0,0.0,10.6,0.3,0.5,0.4,0.0,0.3,0.5,0.0,0.0,1.15,12.6
E0212,윤윤서,남,전동화생산기술,대리,2015,11,학사,5,0.1,0.0,7.6,0.3,0.1,0.0,0.0,0.8,0.2,0.8,0.0,0.9,9.9
E0213,김민준,남,전동화생산기술,차장,2015,11,석사,6,0.0,0.9,10.3,0.0,0.2,0.0,0.7,0.1,0.1,0.0,1.0,1.21,13.3
E0214,최채원,남,전동화생산기술,대리,2022,4,석사,2,0.0,0.8,7.5,0.4,0.0,0.0,0.0,0.3,0.2,0.5,0.0,0.88,9.7
E0215,송윤서,여,전동화생산기술,사원,2024,2,학사,5,0.9,0.8,6.1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.7,0.82,9.0
E0216,전서연,여,전동화생산기술,대리,2024,2,학사,3,0.5,0.0,6.7,0.0,0.7,0.6,0.0,0.0,0.0,0.0,0.0,0.77,8.5
E0217,오정우,여,전동화생산기술,대리,2025,1,학사,4,0.4,0.4,6.8,0.0,0.1,1.1,0.0,0.1,0.0,0.0,0.0,0.81,8.9
E0218,조소율,남,PT생산기술,대리,2022,4,학사,2,6.3,0.4,0.0,0.6,0.4,0.0,0.3,0.0,0.0,0.0,0.4,0.76,8.4
E0219,임예린,남,PT생산기술,사원,2024,2,학사,2,5.8,0.0,0.0,0.5,0.0,0.0,0.5,0.6,0.5,0.0,0.0,0.72,7.9
E0220,조지호,남,PT생산기술,사원,2023,3,석사,3,6.4,0.0,0.0,0.1,0.0,0.7,1.2,0.0,0.0,0.8,0.7,0.9,9.9
E0221,강민재,여,PT생산기술,대리,2025,1,석사,2,5.4,0.0,0.1,0.4,0.0,0.6,0.0,0.0,0.1,0.4,0.8,0.71,7.8
E0222,장우진,여,PT생산기술,차장,2010,16,학사,5,10.1,0.0,0.6,1.0,0.5,0.3,0.4,0.1,0.6,0.1,0.0,1.25,13.7
E0223,류재현,여,PT생산기술,대리,2024,2,학사,4,7.4,0.5,0.2,0.0,0.3,0.0,0.2,0.0,0.8,0.0,0.6,0.91,10.0
E0224,강민준,남,PT생산기술,사원,2022,4,학사,3,6.2,0.0,0.7,0.7,0.9,0.0,0.1,0.0,0.1,0.0,0.3,0.82,9.0
E0225,안예준,남,PT생산기술,대리,2020,6,석사,6,8.7,0.9,0.0,0.0,0.0,0.0,0.3,0.0,0.4,0.0,0.0,0.94,10.3
E0226,김소율,여,PT생산기술,과장,2013,13,석사,7,8.4,0.5,0.0,0.1,0.1,0.4,2.1,0.2,0.1,0.4,0.4,1.15,12.7
E0227,서성민,남,PT생산기술,차장,2005,21,학사,9,13.0,0.1,0.0,0.3,0.6,1.1,0.6,0.3,0.6,0.1,0.1,1.53,16.8
E0228,조민준,남,PT생산기술,사원,2026,0,학사,0,4.9,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.57,6.3
E0229,류하은,남,PT생산기술,대리,2023,3,석사,5,7.6,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.4,0.8,0.4,0.91,10.0
E0230,한수빈,남,PT생산기술,사원,2023,3,석사,2,6.5,0.0,0.0,0.4,0.0,0.0,0.3,0.3,0.4,0.0,0.0,0.72,7.9
E0231,신지유,여,엔진영업,차장,2016,10,석사,4,0.0,10.2,0.0,0.2,0.0,0.5,0.2,0.5,0.0,0.0,0.0,1.05,11.6
E0232,장재현,남,엔진영업,과장,2012,14,학사,1,0.0,8.5,0.1,0.0,0.0,0.2,0.7,0.8,0.5,0.0,0.0,0.98,10.8
E0233,이정우,남,엔진영업,사원,2024,2,석사,3,0.7,5.8,0.0,0.4,0.0,0.0,0.0,0.6,0.2,0.2,0.0,0.72,7.9
E0234,임하은,남,엔진영업,대리,2021,5,학사,3,0.8,6.9,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.74,8.1
E0235,윤지아,남,엔진영업,부장,2004,22,석사,7,0.0,10.2,0.8,0.0,0.0,0.4,1.7,1.2,0.8,0.0,0.0,1.37,15.1
E0236,서지유,남,엔진영업,대리,2021,5,학사,2,0.2,7.0,0.0,0.0,0.0,0.0,0.4,0.0,0.7,0.0,0.6,0.81,8.9
E0237,정정우,남,엔진영업,사원,2024,2,학사,2,0.0,5.4,0.0,0.5,0.6,0.5,0.0,0.0,0.2,0.0,0.4,0.69,7.6
E0238,신다은,남,엔진영업,사원,2019,7,석사,8,0.0,8.3,0.5,0.2,0.8,0.0,0.2,0.0,0.0,1.2,0.6,1.07,11.8
E0239,강수빈,여,샤시모듈영업,대리,2021,5,학사,3,0.0,5.7,0.5,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.82,9.0
E0240,송지아,남,샤시모듈영업,사원,2022,4,학사,3,0.3,4.4,0.4,0.2,0.3,1.3,0.7,0.0,0.0,0.0,0.1,0.7,7.7
E0241,류하은,남,샤시모듈영업,사원,2025,1,학사,5,0.4,4.8,0.7,0.0,0.1,1.7,0.6,0.0,0.7,0.0,0.3,0.85,9.3
E0242,정은서,남,샤시모듈영업,대리,2021,5,학사,4,0.0,5.7,0.0,0.4,0.2,1.4,0.1,0.0,0.4,0.5,1.0,0.88,9.7
E0243,조하은,남,샤시모듈영업,대리,2020,6,박사,3,0.0,4.6,0.4,0.0,0.0,1.7,0.0,0.0,0.0,0.0,1.1,0.71,7.8
E0244,황지훈,여,샤시모듈영업,부장,2002,24,석사,7,0.4,8.5,0.0,0.6,0.0,3.7,0.9,0.5,0.0,0.0,0.0,1.33,14.6
E0245,안성민,남,샤시모듈영업,사원,2023,3,학사,4,1.3,4.8,0.6,0.3,0.7,2.7,0.4,0.8,0.0,0.0,0.0,1.05,11.6
E0246,서현우,남,샤시모듈영업,사원,2026,0,학사,1,0.6,3.7,1.0,0.4,0.1,1.9,0.0,0.0,0.6,0.0,0.2,0.77,8.5
E0247,한유준,여,샤시모듈영업,과장,2010,16,석사,9,0.0,7.9,0.0,0.2,0.8,2.1,0.0,0.0,0.9,0.0,0.0,1.08,11.9
E0248,류민준,남,샤시모듈영업,과장,2016,10,학사,8,0.5,7.3,0.0,0.4,0.0,2.1,1.0,0.0,1.3,0.0,0.6,1.2,13.2
E0249,안준서,남,샤시모듈영업,과장,2013,13,학사,5,0.9,5.5,0.0,0.2,0.6,3.0,0.0,0.0,1.0,0.0,0.3,1.05,11.5
E0250,황정우,여,샤시모듈영업,사원,2026,0,석사,0,0.4,4.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.3,0.0,0.58,6.4
E0251,황예준,여,샤시모듈영업,사원,2021,5,석사,5,0.2,6.4,0.1,0.4,0.5,1.6,0.0,0.0,0.1,0.0,0.0,0.85,9.3
E0252,이지호,여,공조영업,차장,2009,17,학사,7,0.0,11.6,0.0,0.4,0.0,0.3,1.6,0.2,0.4,0.2,0.0,1.34,14.7
E0253,장선우,남,공조영업,대리,2017,9,석사,7,1.1,9.9,0.2,0.0,0.3,0.0,0.0,0.1,0.0,0.1,0.6,1.12,12.3
E0254,강재현,남,공조영업,차장,2011,15,학사,9,0.0,11.9,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.18,13.0
E0255,홍민준,남,공조영업,사원,2022,4,학사,2,0.7,6.1,0.7,0.0,0.5,0.0,0.2,0.0,0.1,0.2,0.0,0.77,8.5
E0256,홍현우,여,공조영업,사원,2022,4,석사,3,0.0,7.1,0.5,0.3,0.2,0.2,0.0,0.3,0.8,0.2,0.2,0.89,9.8
E0257,임유준,여,공조영업,대리,2024,2,학사,2,0.0,7.3,0.0,0.0,0.2,0.0,0.6,0.0,0.4,0.7,0.0,0.84,9.2
E0258,한하은,남,공조영업,대리,2019,7,학사,8,0.0,9.4,0.2,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.95,10.4
E0259,김지유,여,공조영업,대리,2026,0,박사,3,0.0,5.6,0.0,0.8,0.0,0.0,0.2,0.0,0.5,0.0,0.7,0.71,7.8
E0260,정서윤,여,글로벌OE해외영업,사원,2021,5,학사,3,0.3,5.6,0.6,0.3,0.9,0.3,0.0,0.3,0.0,0.0,0.0,0.75,8.3
E0261,신서윤,여,글로벌OE해외영업,사원,2026,0,학사,0,0.0,4.7,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.2,0.54,5.9
E0262,김채원,여,글로벌OE해외영업,대리,2020,6,학사,5,0.8,6.6,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.76,8.4
E0263,한민재,여,글로벌OE해외영업,사원,2023,3,석사,5,0.0,6.9,0.0,0.0,1.1,0.1,0.5,0.6,0.5,0.0,0.0,0.88,9.7
E0264,임서연,여,글로벌OE해외영업,대리,2024,2,학사,3,0.3,5.5,0.2,0.2,0.4,0.5,0.3,0.0,0.6,0.0,0.0,0.73,8.0
E0265,강수아,여,글로벌OE해외영업,대리,2020,6,학사,4,0.0,6.2,0.0,0.6,0.6,0.1,0.0,0.0,0.4,0.0,0.0,0.72,7.9
E0266,권성민,남,글로벌OE해외영업,사원,2026,0,학사,2,0.0,4.9,0.2,0.2,0.4,0.6,0.0,0.3,0.2,0.7,0.4,0.72,7.9
E0267,윤수아,남,글로벌OE해외영업,대리,2024,2,석사,3,0.2,5.6,0.3,0.1,0.9,0.3,0.6,0.1,1.1,0.0,0.2,0.85,9.4
E0268,조건우,여,로봇해외영업,과장,2017,9,학사,4,0.4,2.4,0.0,0.4,6.1,0.3,0.0,0.0,0.8,0.0,1.0,1.04,11.4
E0269,윤성민,남,로봇해외영업,과장,2016,10,학사,8,0.5,3.6,0.0,1.0,7.1,0.0,0.0,0.6,0.0,0.5,0.1,1.22,13.4
E0270,장현우,여,로봇해외영업,사원,2024,2,학사,3,0.2,1.7,0.5,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.65,7.2
E0271,강서연,남,로봇해외영업,사원,2025,1,학사,2,0.0,2.4,0.9,0.1,4.6,0.4,0.0,0.0,0.0,0.0,0.0,0.76,8.4
E0272,권다은,남,로봇해외영업,대리,2022,4,학사,1,0.0,1.9,0.0,0.0,4.6,0.3,0.4,0.0,0.5,0.0,0.3,0.73,8.0
E0273,오지훈,남,로봇해외영업,대리,2021,5,학사,3,0.0,2.3,0.5,0.5,4.3,0.0,0.1,0.2,0.0,0.0,0.6,0.77,8.5
E0274,홍지호,남,로봇해외영업,차장,2005,21,석사,8,0.0,3.9,0.0,0.0,8.5,0.0,0.2,0.1,0.0,0.0,1.1,1.25,13.8
E0275,권지유,남,로봇해외영업,사원,2025,1,학사,1,0.4,1.5,0.0,1.0,3.7,0.0,0.1,0.1,0.0,0.0,0.0,0.62,6.8
E0276,박우진,남,모바일로봇전장제어,차장,2004,22,석사,14,0.0,0.3,0.0,0.0,0.8,0.6,12.8,0.6,0.5,0.9,0.1,1.51,16.6
E0277,류수빈,남,모바일로봇전장제어,과장,2018,8,학사,5,0.0,0.0,0.0,0.4,0.4,0.2,9.4,0.0,0.3,0.3,0.5,1.05,11.5
E0278,박서윤,여,모바일로봇전장제어,과장,2019,7,학사,9,0.0,0.2,0.2,1.3,0.0,0.4,9.6,0.6,0.1,0.0,0.0,1.13,12.4
E0279,최우진,남,모바일로봇전장제어,대리,2023,3,학사,4,0.0,0.3,1.2,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.79,8.7
E0280,정채원,여,모바일로봇전장제어,대리,2022,4,학사,4,0.4,0.0,0.4,0.0,0.0,0.7,7.8,0.3,0.0,0.2,0.3,0.92,10.1
E0281,황준서,남,모바일로봇전장제어,사원,2024,2,학사,2,0.3,0.0,0.0,0.0,0.8,0.0,6.8,0.0,0.0,0.3,0.0,0.75,8.2
E0282,정지아,여,모바일로봇전장제어,사원,2024,2,학사,4,0.0,0.0,0.6,0.0,1.1,0.0,6.0,0.0,1.3,0.0,0.2,0.84,9.2
E0283,홍채원,남,모바일로봇전장제어,차장,2008,18,학사,6,0.6,0.0,0.3,0.8,0.0,0.8,10.7,0.4,0.1,0.1,0.7,1.32,14.5
E0284,홍윤서,남,모바일로봇전장제어,사원,2023,3,학사,4,0.4,0.4,0.2,0.4,0.6,1.2,5.8,0.1,0.0,0.5,0.6,0.93,10.2
E0285,황성민,여,모바일로봇전장제어,사원,2025,1,학사,2,0.8,0.6,1.2,0.3,0.0,0.1,6.0,0.0,0.0,0.6,0.2,0.89,9.8
E0286,최현우,남,모바일로봇전장제어,과장,2017,9,학사,4,0.0,0.0,0.0,0.0,0.5,0.7,8.9,0.0,0.0,0.5,0.0,0.96,10.6
E0287,최지유,남,모바일로봇전장제어,사원,2022,4,학사,3,0.4,0.0,0.2,0.5,0.0,0.5,7.1,0.4,0.0,0.0,0.0,0.83,9.1
E0288,박현우,여,모바일로봇전장제어,사원,2026,0,학사,1,0.0,0.0,0.2,0.3,0.2,0.0,5.2,0.4,0.1,0.0,0.0,0.58,6.4
E0289,조지훈,여,모바일로봇전장제어,사원,2024,2,학사,4,0.0,0.0,0.0,0.7,0.1,0.0,6.9,0.2,0.5,0.0,0.7,0.83,9.1
E0290,황지훈,남,모바일로봇전장제어,대리,2018,8,학사,4,0.5,0.0,0.5,0.0,0.0,0.8,6.3,0.0,0.2,0.1,0.0,0.76,8.4
E0291,이유준,여,모바일로봇주행SW,사원,2026,0,학사,3,0.0,0.1,6.5,0.0,0.0,0.0,0.1,0.2,0.1,0.0,0.0,0.64,7.0
E0292,홍건우,남,모바일로봇주행SW,대리,2016,10,학사,5,0.1,0.0,7.5,0.5,0.6,0.5,0.0,0.0,0.3,0.7,0.2,0.95,10.4
E0293,홍성민,남,모바일로봇주행SW,사원,2022,4,학사,1,0.3,0.3,5.2,0.3,0.3,0.2,0.0,0.6,0.0,0.1,0.2,0.68,7.5
E0294,최준서,여,모바일로봇주행SW,대리,2020,6,학사,4,0.3,0.5,6.9,0.0,0.4,0.0,0.0,0.2,0.2,0.0,0.8,0.85,9.3
E0295,강재현,여,모바일로봇주행SW,부장,2001,25,학사,14,0.5,0.5,13.8,0.0,0.0,0.6,0.5,0.0,0.0,0.0,0.0,1.45,15.9
E0296,황정우,여,모바일로봇주행SW,과장,2019,7,학사,6,0.3,0.3,9.2,0.0,0.0,0.3,0.1,0.0,0.2,0.0,0.1,0.95,10.5
E0297,조은서,남,모바일로봇주행SW,과장,2015,11,학사,1,0.0,0.0,8.4,0.1,0.6,0.2,0.5,0.0,0.0,0.0,0.0,0.89,9.8
E0298,송정우,남,모바일로봇주행SW,대리,2021,5,학사,5,0.3,0.0,7.6,0.0,0.4,0.7,0.1,0.4,0.1,1.0,0.0,0.96,10.6
E0299,박건우,남,협동로봇비전SW,대리,2020,6,학사,4,1.0,0.0,0.5,8.0,0.1,0.3,0.3,0.6,0.3,0.0,0.8,1.08,11.9
E0300,전소율,남,협동로봇비전SW,사원,2025,1,학사,1,0.1,0.0,0.0,5.9,0.3,0.0,0.0,0.0,0.2,0.2,0.0,0.61,6.7
E0301,이성민,남,협동로봇비전SW,과장,2011,15,학사,6,0.0,0.0,0.1,12.1,0.2,0.3,0.0,0.0,0.4,0.8,0.6,1.32,14.5
E0302,권민준,남,협동로봇비전SW,대리,2020,6,학사,5,0.4,0.0,0.0,8.9,0.1,0.2,0.0,0.0,0.0,0.0,0.6,0.93,10.2
E0303,황서윤,여,협동로봇비전SW,대리,2020,6,학사,5,0.0,0.0,0.9,7.9,0.7,0.6,0.1,0.0,0.9,0.5,0.0,1.05,11.6
E0304,강소율,남,협동로봇비전SW,사원,2022,4,학사,4,0.0,0.0,0.2,6.4,0.0,0.7,1.2,0.0,0.1,0.0,0.0,0.78,8.6
E0305,홍지호,여,협동로봇비전SW,차장,2006,20,학사,8,0.1,0.7,0.0,11.0,0.6,1.4,0.3,0.0,0.0,0.0,0.0,1.28,14.1
E0306,신유준,여,협동로봇비전SW,과장,2024,2,석사,4,0.1,0.6,0.0,8.8,0.0,0.1,0.1,0.3,0.1,0.0,0.4,0.95,10.5
E0307,황지아,남,협동로봇비전SW,대리,2021,5,박사,1,0.0,0.3,0.3,6.1,0.1,0.1,0.2,0.3,0.0,0.0,0.2,0.69,7.6
E0308,조수아,남,차량용댐퍼개발,차장,2007,19,학사,6,0.8,0.0,0.4,0.0,0.0,11.3,0.3,0.5,0.0,0.5,0.0,1.25,13.8
E0309,서수빈,여,차량용댐퍼개발,사원,2026,0,학사,2,0.0,0.5,0.0,0.6,0.6,6.0,0.0,0.9,0.2,0.0,0.4,0.84,9.2
E0310,오수아,남,차량용댐퍼개발,과장,2012,14,학사,4,0.2,0.0,0.0,0.0,0.0,9.3,0.6,0.2,0.0,0.0,0.0,0.94,10.3
E0311,안지우,남,차량용댐퍼개발,대리,2015,11,학사,8,0.0,0.0,0.8,0.0,0.1,9.1,0.0,0.7,0.6,0.0,0.0,1.03,11.3
E0312,조예린,여,차량용댐퍼개발,차장,2005,21,학사,5,0.7,0.0,0.0,0.1,0.2,10.9,1.3,0.2,0.7,0.7,0.0,1.35,14.8
E0313,권정우,남,차량용댐퍼개발,과장,2018,8,학사,7,0.2,0.0,0.0,0.0,0.3,10.3,0.5,0.0,0.0,1.2,0.6,1.19,13.1
E0314,윤하윤,여,차량용댐퍼개발,차장,2008,18,학사,9,0.0,0.6,0.0,0.0,0.0,11.6,0.0,0.0,0.6,0.2,1.7,1.34,14.7
E0315,황은서,남,차량용댐퍼개발,대리,2021,5,박사,5,0.6,0.4,0.2,0.0,0.0,7.0,0.0,0.0,0.2,0.4,0.0,0.8,8.8
E0316,임현우,남,차량용댐퍼개발,대리,2019,7,학사,3,0.4,0.0,0.6,0.5,0.0,6.0,0.0,1.0,0.6,0.2,0.7,0.91,10.0
E0317,권재현,남,차량용댐퍼개발,사원,2025,1,학사,4,0.2,0.0,0.0,0.8,0.4,7.0,0.0,0.2,0.0,0.1,0.0,0.79,8.7
E0318,서지호,남,차량용댐퍼개발,과장,2018,8,석사,6,0.0,0.4,0.0,0.0,0.6,8.3,0.6,0.0,0.1,0.5,1.0,1.05,11.5
E0319,최민준,여,차량용댐퍼개발,부장,2002,24,학사,9,0.2,0.6,2.4,0.7,1.0,10.9,0.2,0.2,0.2,0.3,0.0,1.52,16.7
E0320,권우진,남,차량용댐퍼개발,대리,2016,10,학사,7,0.7,0.2,0.0,1.8,0.0,7.9,0.8,0.4,1.0,0.2,0.4,1.22,13.4
E0321,오준서,여,차량용댐퍼개발,사원,2022,4,석사,4,0.0,0.1,0.0,0.0,0.0,5.9,0.0,0.1,0.4,0.0,0.3,0.62,6.8
E0322,장정우,남,모빌리티부품선행개발,대리,2021,5,학사,3,0.2,0.3,0.2,0.0,0.4,7.4,0.0,0.0,0.0,0.0,0.2,0.79,8.7
E0323,서하은,남,모빌리티부품선행개발,차장,2011,15,학사,2,0.0,0.0,0.0,0.2,0.4,8.7,0.2,1.0,0.3,0.0,0.0,0.98,10.8
E0324,최우진,남,모빌리티부품선행개발,과장,2014,12,석사,11,1.0,0.1,0.0,0.5,0.9,11.2,0.0,0.3,0.9,0.6,0.0,1.41,15.5
E0325,권우진,남,모빌리티부품선행개발,과장,2014,12,학사,7,0.0,0.9,0.1,0.5,0.0,8.7,0.0,0.8,0.4,0.5,0.0,1.08,11.9
E0326,강은서,여,모빌리티부품선행개발,사원,2026,0,학사,2,0.0,0.2,0.5,0.3,0.3,4.9,0.1,0.0,0.3,0.0,0.8,0.67,7.4
E0327,최민준,남,모빌리티부품선행개발,차장,2010,16,학사,7,0.0,0.0,1.0,0.0,0.5,10.5,0.0,0.2,0.2,0.0,0.5,1.17,12.9
